"UPC/EAN/ISBN","Item Name","Category","category_mapped","product_type"
"1149","4Rever Aloe M/ Foot Care Cream 80Ml","cream","Personal Care","Cream/Ointment"
"2712","4Rever Foot Care Cream","other","Personal Care","Cream/Ointment"
"8017","Aqueous In Salicylic Acid 5% Cream","cream","Personal Care","Cream/Ointment"
"3914","Caremax Plaster 2X5 (Non Alergic)","Other","Other","Unit"
"2760","Livolin Forte","other","Other","Unit"
"7994","Odazyth 250Mg","Tablet","Medicine","Tablet"
"9663","Ra Thermoseal 50Mg","tooth paste","Other","Unit"
"6254","3% Salcilic Acid In Emulsifying","cream","Personal Care","Cream/Ointment"
"6255","4% Salcilic Acid In Emulsifying","cream","Personal Care","Cream/Ointment"
"6111","4Rever Fw 50Ml","Other","Other","Unit"
"1146","4Rever Aloe 94% 100G","gel","Medicine","Cream/Ointment"
"5880","4Rever Aloe 94% 50G","Other","Other","Unit"
"5580","4Rever Aloe Vera Gel 100%","jel","Medicine","Cream/Ointment"
"1068","4Rever Anti Acne Treatment","other","Other","Unit"
"2814","4Rever Black Head & White Head Remover","Other","Other","Unit"
"6110","4Rever Body Milk 100Ml","Other","Beverage","Unit"
"9581","4Rever Body Wash 300Ml","body clear","Personal Care","Unit"
"9586","4Rever Cucumber Cleansing Milk 100Ml","other","Beverage","Unit"
"5895","4Rever Day Cream","cream","Personal Care","Cream/Ointment"
"5581","4Rever Deep Cleansing","FACE WASH","Personal Care","Unit"
"9214","4Rever Face Wash 100Ml","other","Personal Care","Unit"
"5771","4Rever Fair Beauty 25G","cream","Personal Care","Cream/Ointment"
"2726","4Rever Gold Body Milk 100Ml","Other","Beverage","Unit"
"10030","4Rever Gold Face Wash","other","Personal Care","Unit"
"9582","4Rever Gold Face Wash 100Ml","face wash","Personal Care","Unit"
"6112","4Rever Kohomba F W 50Ml","Other","Other","Unit"
"9587","4Rever Kohomba Kaha Deep Cleansing Milk 100Ml","other","Beverage","Unit"
"9656","4Rever Kohomba Kaha Face Scrub 60G","scrub","Other","Unit"
"3351","4Rever Lunuwila Shampoo 180Ml","shampoo","Personal Care","Unit"
"6115","4Rever Lunuwila Shampoo 80Ml","shampoo","Personal Care","Unit"
"4175","4Rever Nail Lacquer Remover","Other","Other","Unit"
"2725","4Rever Night Cream","Other","Personal Care","Cream/Ointment"
"6113","4Rever Shampoo 180Ml","Other","Personal Care","Unit"
"6117","4Rever Shampoo 80Ml","Other","Personal Care","Unit"
"9583","4Rever Skin Toner 100Ml","other","Personal Care","Unit"
"5582","4Rever Sun Cream","cream","Personal Care","Cream/Ointment"
"9684","4Rever Sun Cream100g","cream","Personal Care","Cream/Ointment"
"1062","4Rever Under Eye Jel","jel","Other","Cream/Ointment"
"9584","4Rever Vitamin E Cream","cream","Personal Care","Cream/Ointment"
"7688","A Scabs Lotion 30Ml","Lotion","Personal Care","Cream/Ointment"
"6686","A Z Vitamine","vitamin","Other","Unit"
"8268","A-scab","others","Other","Unit"
"4178","Aba Thel 25Ml","oil","Other","Unit"
"9533","Abamec-d","Tablet","Medicine","Tablet"
"5125","Abana","Tablet","Medicine","Tablet"
"9612","Abha 5 Miinute","liquid","Other","Unit"
"9613","Abha Black Henna Hair Colour Powder","powder","Other","Unit"
"5962","Accu-chek 10S","strips","Other","Unit"
"6071","Accu-chek 25S","Other","Other","Unit"
"8395","Accu-chek Meter","machine","Other","Unit"
"7505","Ace 125Mg","suppo","Medicine","Unit"
"2071","Ace 250 Suppo","suppositories","Medicine","Unit"
"9766","Acetazolamid 250Mg Spc","table","Other","Unit"
"1037","Acetazolamide 250Mg","Tablet","Medicine","Tablet"
"1041","Acifree O Suspetion","syrup","Medicine","Syrup"
"1042","Aciherpin 200Mg","Tablet","Medicine","Tablet"
"1043","Aciherpin 400Mg","Tablet","Medicine","Tablet"
"9542","Aciherpin 5Mg Cream","cream","Personal Care","Cream/Ointment"
"5565","Aciherpin 800Mg","Tablet","Medicine","Tablet"
"1045","Aciloc 150","Tablet","Medicine","Tablet"
"1428","Aclin Jel","cream","Personal Care","Cream/Ointment"
"9169","Aclofen 100","other","Other","Unit"
"1055","Acnes Creamy Wash 50G","Other","Personal Care","Unit"
"1057","Acnes Sealing Gel 3S","Other","Medicine","Cream/Ointment"
"5238","Acnesol Gel","gel","Medicine","Cream/Ointment"
"9054","Acnil Face Wash","FACE WASH","Personal Care","Unit"
"1152","Acnil Soap","soap","Personal Care","Unit"
"1060","Action (Vanila) 400G","Tin","Other","Packet"
"1577","Action Milk Powder New","milk powder","Snack","Unit"
"9609","Actrapid Hm Penfil","Other","Other","Unit"
"1066","Acular Ls Eye Drop","other","Other","Drops"
"2021","Acuvail Solution 0.45%","solution","Other","Unit"
"8029","Acyclovir 200Mg","Tablet","Medicine","Tablet"
"3495","Acyvir Eye Ointment","eye oinment","Medicine","Cream/Ointment"
"1069","Adaferin Gel","cream","Personal Care","Cream/Ointment"
"1070","Adapco Cream 15G","cream","Personal Care","Cream/Ointment"
"1071","Adapco Gel 15G","gel","Medicine","Cream/Ointment"
"1074","Adclear 60 G","Other","Medicine","Unit"
"1078","Adiflam 50","Tablet","Medicine","Tablet"
"1079","Adiflam Gel 30G","cream","Personal Care","Cream/Ointment"
"1509","Adipin Jel","cream","Personal Care","Cream/Ointment"
"1082","Admenta 10 Mg","Tablet","Medicine","Tablet"
"1083","Admenta 5Mg","Tablet","Medicine","Tablet"
"1167","Adult Diaper Pant M","Diapers","Baby Care","Unit"
"7539","Adult Diapers L","DIAPER","Baby Care","Unit"
"8133","Adult Diapers Xl","diapers","Baby Care","Unit"
"1084","Advanced Weight Gainer 500Gm","Tin","Other","Packet"
"4471","Aerochamber Easy 1-2-3","other","Other","Unit"
"6587","Aerolife Spacer","other","Other","Unit"
"1091","Aeromate Plus","Other","Other","Unit"
"5995","Aerospacer Plus Device","Other","Other","Unit"
"1050","Afm 0.1% Eye Drop","eye drops","Medicine","Drops"
"1101","Air Wick Liquid 450Ml","Spray","Personal Care","Unit"
"1102","Air X 80Mg","Tablet","Medicine","Tablet"
"1103","Airpore 2Inch * 5.5Yd","","Other","Unit"
"8037","Aknizol 0.1% Gel","gel","Medicine","Cream/Ointment"
"9224","Albendazole (For A Dog)","other","Other","Unit"
"1114","Alcane Eye Drop","","Other","Drops"
"7628","Alcet 5Mg","Tablet","Medicine","Tablet"
"1115","Alcet Syrup 60Ml","Syrup","Medicine","Syrup"
"9407","Alclox 250Mg Caps","Capsule","Medicine","Capsule"
"1116","Alclox 500Mg","Capsule","Medicine","Capsule"
"1117","Alclox Syrup","","Medicine","Syrup"
"5611","Alcox Syrup 100Ml","syrup","Medicine","Syrup"
"5963","Aldactone 100Mg","tablets","Other","Unit"
"1957","Aldactone A 25Mg","Tablet","Medicine","Tablet"
"1120","Aldomet 250 Mg","Tablet","Medicine","Tablet"
"1121","Aldren 70Mg","Tablet","Medicine","Tablet"
"5623","Alendronate 70Mg","Tablet","Medicine","Tablet"
"1122","Alerid Syrup","Syrup","Medicine","Syrup"
"1123","Alerid-10 100 S","Tablet","Medicine","Tablet"
"1659","Alfacalcidol 0.25(Spc)","Tablet","Medicine","Tablet"
"1124","Alfacip 0.25Mcg","Tablet","Medicine","Tablet"
"1125","Alfacip 0.25Mg","Tablet","Medicine","Tablet"
"1126","Alfatam 0.4Mg","Capsule","Medicine","Capsule"
"9003","Alfinor 16Mg","Tablet","Medicine","Tablet"
"2156","Alkafast Sacheets","sachet","Other","Packet"
"1127","Alkay Er (Spc)","Tablet","Medicine","Tablet"
"1128","Allegra 120Mg","Tablet","Medicine","Tablet"
"9268","Allegra 180Mg","Tablet","Medicine","Tablet"
"1569","Allerget 10Mg","Tablet","Medicine","Tablet"
"1132","Allerget Syrup 60Ml","Syrup","Medicine","Syrup"
"1135","Allermine 4Mg","Tablet","Medicine","Tablet"
"1134","Allermine Syrup 100Ml","Syrup","Medicine","Syrup"
"1136","Allopurinol Tablets","Tablet","Medicine","Tablet"
"5344","Almiral 25Mg","suppositories","Other","Unit"
"1137","Almiral 100Mg","suppositories","Other","Unit"
"1138","Almiral 50","","Other","Unit"
"1139","Almiral Gel","gel.","Medicine","Cream/Ointment"
"1140","Almiral Sup 50","syrup","Medicine","Syrup"
"4494","Almiral Supoo 100Mg","suppositories","Other","Unit"
"9057","Aloe Lavender Face Wash 100Ml","FACE WASH","Personal Care","Unit"
"9100","Aloe Lavender Face Wash 50Ml","FACE WASH","Personal Care","Unit"
"9073","Aloe Lavender Moisturizing Body Milk 100Ml","other","Beverage","Unit"
"1148","Aloe M/ Foot Care Cream 50Ml","cream","Personal Care","Cream/Ointment"
"5875","Aloe Miracle Footcare 50Ml","Other","Other","Unit"
"9083","Aloe Moisture Body Lotion 100Ml","other","Personal Care","Cream/Ointment"
"3782","Aloe Vera 150Ml","aloe jel","Other","Cream/Ointment"
"1150","Aloe Vera Gel 99%","gel","Medicine","Cream/Ointment"
"1151","Aloe Vera Real Soothing Gel 50Ml","","Medicine","Cream/Ointment"
"2433","Aloevera","other","Other","Unit"
"3375","Aloevera Gel","gel","Medicine","Cream/Ointment"
"5877","Aloevera Soothing Gel","Other","Medicine","Cream/Ointment"
"5879","Alovera Moisturising Cream 50Ml","Other","Personal Care","Cream/Ointment"
"6091","Alovera Shampoo 100Ml","Other","Personal Care","Unit"
"1153","Alovera Shaving Cream 100Ml","cream","Personal Care","Cream/Ointment"
"9275","Alovit Multivitamin Cap","other","Medicine","Capsule"
"1154","Alphadol 0.25Mcg","Tablet","Medicine","Tablet"
"1155","Alphagan P 5Ml","eye drops","Medicine","Drops"
"1158","Alphapress Tab 1Mg","Tablet","Medicine","Tablet"
"5884","Alrin 120Mg","Tablet","Medicine","Tablet"
"3289","Alrin 180","Tablet","Medicine","Tablet"
"6234","Alrin 60","others","Other","Unit"
"5976","Alzel 400Mg","Other","Other","Unit"
"1160","Alzolam 0.25Mg","Tablet","Medicine","Tablet"
"1161","Alzolam 0.5 Mg","Tablet","Medicine","Tablet"
"1162","Alzole Bolus","Other","Other","Unit"
"7580","Amaryl 2Mg","Tablet","Medicine","Tablet"
"7581","Amaryl 3Mg","Tablet","Medicine","Tablet"
"5505","Amaryl 1Mg","Tablet","Medicine","Tablet"
"1166","Amboten Syrup 100Ml","syrup","Medicine","Syrup"
"9546","Amclav 625Mg","Tablet","Medicine","Tablet"
"6421","Amet Sr 500Mg","Tablet","Medicine","Tablet"
"6978","Amico Vit Syrup 200Ml","vitamin","Medicine","Syrup"
"7566","Amileb 10Mg (Ceyoka)","Tablet","Medicine","Tablet"
"7567","Amileb 25Mg (Ceyoka)","Tablet","Medicine","Tablet"
"8109","Amino Plus","Capsule","Medicine","Capsule"
"6571","Aminomin Syrup","syrup","Medicine","Syrup"
"5165","Aminopep Syrup","syrup","Medicine","Syrup"
"1177","Amins Black Henna","Other","Other","Unit"
"1178","Amiodar 100Mg","Tablet","Medicine","Tablet"
"1179","Amiodor Tab 200Mg","Tablet","Medicine","Tablet"
"1181","Amiton Syrup","syrup","Medicine","Syrup"
"1119","Amlodac 5Mg","Tablet","Medicine","Tablet"
"6080","Amlodipine 10Mg","Tablet","Medicine","Tablet"
"7592","Amlong 10Mg","Tablet","Medicine","Tablet"
"1104","Amlong 2.5Mg","Tablet.","Medicine","Tablet"
"1183","Amlong 5","Tablet","Medicine","Tablet"
"1185","Amlopres 5Mg","Tablet","Medicine","Tablet"
"1186","Amlosun 5Mg","Tablet","Medicine","Tablet"
"1187","Amlotrust 5","Tablet","Medicine","Tablet"
"3702","Amogen 500","Capsule","Medicine","Capsule"
"1188","Amox & Cla Indclav 625Mg","","Other","Unit"
"1189","Amoxciline 500 Spmc","Tablet","Medicine","Tablet"
"1196","Amoxicillin 250Mg Spmc","Capsule","Medicine","Capsule"
"1190","Amoxicillin 500Mg Card","Capsule","Medicine","Capsule"
"1192","Amoxicilline 125Mg","Tablet.","Medicine","Tablet"
"1193","Amoxil 250Mg","","Other","Unit"
"1194","Amoxil 500Mg","","Other","Unit"
"1195","Amoxil Suspension 100Ml","syrup","Medicine","Syrup"
"1164","Ampril 5Mg","Tablet.","Medicine","Tablet"
"1199","Amso 0.4Mg","Tablet","Medicine","Tablet"
"7612","Amso Spc 0.4Mg","Capsule","Medicine","Capsule"
"1201","Anabac 200","Tablet","Medicine","Tablet"
"1202","Anabac 400","Tablet","Medicine","Tablet"
"9765","Anafast Gel","jel","Medicine","Cream/Ointment"
"81010","Analep Cream 30G","cream","Personal Care","Cream/Ointment"
"8108","Analep Cream New","cream","Personal Care","Cream/Ointment"
"8381","Anasica Injection 30 Ml","injection","Medicine","Injection"
"1206","Anasica Jelly","gel.","Medicine","Cream/Ointment"
"1212","Anchor Pedia Pro 1-2 Yr 200G","other","Other","Unit"
"1213","Anchor Pedia Pro 1-2 Yr 350G","milk powder","Snack","Unit"
"1214","Anchor Pedia Pro 2-5 Yr 200G","other","Other","Unit"
"1215","Anchor Pedia Pro 2-5 Yr 350G","milk powder","Snack","Unit"
"1216","Anchor Pedia Pro Mama","","Other","Unit"
"1221","Anemidox","Tablet","Medicine","Tablet"
"1222","Angifree Sr 30","Tablet","Medicine","Tablet"
"1223","Angifree Sr 60","Tablet","Medicine","Tablet"
"1224","Angiopril 25","Tablet","Medicine","Tablet"
"7001","Angizaar 25 Mg","teblets","Medicine","Unit"
"1226","Angizaar H","","Other","Unit"
"1227","Angizem Cd 90 Caps 90Mg 10X10s","","Other","Unit"
"1228","Anlene 200G","Other","Other","Unit"
"1230","Anne French","","Other","Unit"
"1231","Anodyne","","Other","Unit"
"4123","Ant Killer","others","Other","Unit"
"1232","Antagit Ds Gel Orange Flavor 170Ml","syrup","Medicine","Syrup"
"8312","Anti Acne Facial Wash (Ewon)","Other","Personal Care","Unit"
"8313","Anti Dandruff Shampoo (Ewon)","Other","Personal Care","Unit"
"9681","Anti Wrinkle Night Cream 50Ml","cream","Personal Care","Cream/Ointment"
"5323","Anti-fungal Shampoo","pet shampoo","Personal Care","Unit"
"1233","Antick","Other","Other","Unit"
"3481","Anyderm","lotion","Personal Care","Cream/Ointment"
"1235","Apdrops Eye Drops 5Ml","other","Medicine","Drops"
"8173","Apetamin P Syrup","Syrup","Medicine","Syrup"
"1236","Apodin Ointment","ointment","Medicine","Cream/Ointment"
"1238","Appeton Weight Gain (Chocolate)","milk powder","Snack","Unit"
"9759","Aptocare Syrup 200Ml","syrup","Medicine","Syrup"
"9047","Aqua Fresh Face Wash 50Ml","FACE WASH","Personal Care","Unit"
"9046","Aqua Plus Cream","cream","Personal Care","Cream/Ointment"
"1240","Aquarin Cream 80G","CREAM","Personal Care","Cream/Ointment"
"1241","Aquarin Fragrance Free Cream","cream","Personal Care","Cream/Ointment"
"1242","Aquasoft Soap 75G","soap","Personal Care","Unit"
"8022","Aqueous Cream","cream","Personal Care","Cream/Ointment"
"8018","Aqueous Cream(felona)","cream","Personal Care","Cream/Ointment"
"8276","Aqueous Cream(felona)new","cream","Personal Care","Cream/Ointment"
"8289","Arabic Choco","chocolate","Snack","Unit"
"6527","Arbi 300Mg","other","Other","Unit"
"1244","Arbi Tabs 150Mg","medecin","Other","Tablet"
"1245","Arcolane 2% Solution 60Ml","","Other","Unit"
"1246","Arip Mt 10","Tablet","Medicine","Tablet"
"1247","Arip Mt 15Mg","Tablet","Medicine","Tablet"
"1248","Arix 10Mg","Tablet","Medicine","Tablet"
"1249","Arix Syrup 60Ml","syrup","Medicine","Syrup"
"1250","Arizole 10Mg","Tablet","Medicine","Tablet"
"1251","Arizole 30Mg","Tablet","Medicine","Tablet"
"5592","Arlin 600Mg","Tablet.","Medicine","Tablet"
"1252","Arnil 50 Mg","Tablet","Medicine","Tablet"
"1253","Arnil Gel 20G","gel","Medicine","Cream/Ointment"
"1254","Artheritic Cure","","Other","Unit"
"1255","Arthrodac 100Mg","Tablet","Medicine","Tablet"
"7549","Artizol Tab","Tablet","Medicine","Tablet"
"9389","Asamodagam 200Ml","spirit","Other","Unit"
"1257","Ascal 500Mg","Tablet","Medicine","Tablet"
"1258","Asclave Syrup","syrup","Medicine","Syrup"
"7568","Ascorbic Acid 100Mg (Msj)","Tablet","Medicine","Tablet"
"5184","Ashwa Ganda Oil","oil","Other","Unit"
"5930","Ashwaganda Thel","Other","Other","Unit"
"7518","Asiri Solted Peanuts","bite","Other","Unit"
"1170","Aspendos 100Mg","Tablet.","Medicine","Tablet"
"7615","Aspilin 75Mg","Tablet","Medicine","Tablet"
"1260","Aspin 100Mg","Tablet","Medicine","Tablet"
"5561","Aspirin 150Mg (Spc)","Tablet","Medicine","Tablet"
"5639","Aspirin 75Mg Spc","Tablet","Medicine","Tablet"
"1261","Asprin 75 Mg","Other","Medicine","Unit"
"8014","Astat 20Mg","Tablet","Medicine","Tablet"
"1263","Asthafen 1 Mg","Tablet","Medicine","Tablet"
"1264","Asthalin 200Dp Caps","Capsule","Medicine","Capsule"
"1265","Asthalin Inhaler Dc 100Mg","Other","Medicine","Inhaler"
"4563","Asthalin Solution","other","Other","Unit"
"8294","Asthalin Syrup 100Ml","Syrup","Medicine","Syrup"
"1269","Asthaline 400 Dp","Tablet","Medicine","Tablet"
"1271","Astifen 1Mg","Tablet","Medicine","Tablet"
"1272","Astifen Syrup","Syrup","Medicine","Syrup"
"1273","Astrix 100Mg","Tablet","Medicine","Tablet"
"1274","Astrocort 0.5% 10G","cream","Personal Care","Cream/Ointment"
"1276","Astrocort 1% Cream","cream","Personal Care","Cream/Ointment"
"5543","Astrocort Ointment","cream","Personal Care","Cream/Ointment"
"5590","Asuntol Dog Soap","Other","Personal Care","Unit"
"5569","Ataline 2.5Mg","Tablet","Medicine","Tablet"
"1279","Ataline Syrup 100Ml","Syrup","Medicine","Syrup"
"1280","Ataorvastain 10 (Spc Cadilo) 10Mg","Tablet","Medicine","Tablet"
"1281","Atarax 10","","Other","Unit"
"1282","Atarax 25Mg","Tablet","Medicine","Tablet"
"7506","Ateleb-50 Atenolol 50Mg","Tablet","Medicine","Tablet"
"9668","Atenex 25Mg (Atenolol 25Mg)","Tablet","Medicine","Tablet"
"1283","Atenolol 50 Spc","Tablet","Medicine","Tablet"
"1284","Atenolol 50Mg (Kopran)","Tablet","Medicine","Tablet"
"1285","Atenolol Tab 25Mg(spc)","Tablet","Medicine","Tablet"
"5534","Aterline Syrup","syrup","Medicine","Syrup"
"1286","Atocor 10Mg","Tablet","Medicine","Tablet"
"1287","Atocor 20Mg","Tablet","Medicine","Tablet"
"9578","Atogen 10","Tablet","Medicine","Tablet"
"3381","Atogen 20Mg","Tablet","Medicine","Tablet"
"1208","Atogen 40Mg","Tablet.","Medicine","Tablet"
"5624","Atorem(atorvastin 10Mg)","Tablet","Medicine","Tablet"
"7507","Atorem(atorvastin 20Mg)","Tablet","Medicine","Tablet"
"2719","Atorfit 10Mg","Tablet","Medicine","Tablet"
"10094","Atorfit 20Mg","Tablet","Medicine","Tablet"
"1290","Atorlip 10Mg","Other","Other","Unit"
"1291","Atorlip 20Mg","Tablet","Medicine","Tablet"
"4622","Atorlip 40Mg","Tablet.","Medicine","Tablet"
"1292","Atorlip 5","Tablet","Medicine","Tablet"
"1580","Atornova 10Mg","Tablet","Medicine","Tablet"
"5501","Atorva 10Mg","Tablet","Medicine","Tablet"
"1295","Atorva 20Mg","Tablet","Medicine","Tablet"
"1296","Atorva 40 Mg","Tablet","Medicine","Tablet"
"5529","Atorva 5Mg","Tablet","Medicine","Tablet"
"1299","Atorvastatin 10Mg (Spmc)","Tablet","Medicine","Tablet"
"8042","Atorvastatin 10Mg Inova","Tablet","Medicine","Tablet"
"5697","Atorvastatin 20Mg (Spc)","Tablet","Medicine","Tablet"
"8041","Atorvastatin 20Mg Cadla","Tablet","Medicine","Tablet"
"1298","Atorvastatin 5Mg Cadla","Tablet","Medicine","Tablet"
"1300","Atostat 10 Mg","","Medicine","Unit"
"1304","Atrauman Ag 10*10","","Other","Unit"
"1305","Atrauman Ag 10*20","","Other","Unit"
"1306","Atrauman Ag 5*5","","Other","Unit"
"1307","Atrest 0.25Mg","Tablet.","Medicine","Tablet"
"1308","Atrest 0.5Mg","","Other","Unit"
"1262","Atv 10","Tablet","Medicine","Tablet"
"1309","Augmentin 375Mg","Tablet","Medicine","Tablet"
"1310","Augmentin Syrup 156G","Syrup","Medicine","Syrup"
"1311","Augmentin Syrup 228Mg","","Medicine","Syrup"
"1312","Augmentin Tab 625Mg","Tablet","Medicine","Tablet"
"1313","Aurola 10 Mg","","Medicine","Unit"
"1314","Aush Anti Dradoff Shampoo","","Personal Care","Unit"
"1315","Aush Toothpaste","","Personal Care","Unit"
"1316","Aush Turmaric 25 G","","Medicine","Unit"
"8072","Ausomega","Capsule","Medicine","Capsule"
"1317","Avamys Aqueous Nasal Spray 0.05%","nasal spray","Personal Care","Drops"
"5826","Avamys Nasal Spray","Other","Personal Care","Drops"
"2978","Avani Pagiri Spray","spray","Personal Care","Unit"
"1318","Avatan Eye Drops 0.04Mg/ml 3Ml","eye drops","Medicine","Drops"
"1319","Avelox Iv Infusion","","Other","Injection"
"1320","Avil 25 Mg","","Medicine","Unit"
"6945","Avisone Cream 10G","cream","Personal Care","Cream/Ointment"
"5300","Aviton Syrup","syrup","Medicine","Syrup"
"1321","Avitone Caps","Tablet","Medicine","Tablet"
"6322","Award 10Ml","others","Other","Unit"
"1323","Axcel Cream 15 Mg","","Personal Care","Cream/Ointment"
"1324","Axcil 500Mg","Tablet","Medicine","Tablet"
"1325","Axcil Capsules 250Mg","Tablet","Medicine","Tablet"
"9757","Axcil Syrup","syrup","Medicine","Syrup"
"1327","Axe Oil","other","Other","Unit"
"1328","Axe Oil 3 Ml","","Other","Unit"
"1329","Axe Oil 5 Ml","","Other","Unit"
"4543","Axe Perfum","perfume","Personal Care","Unit"
"5562","Axe Wild Spice Body","other","Personal Care","Unit"
"5896","Aya Fems","Other","Other","Unit"
"1337","Ayush Face Cream","cream","Personal Care","Cream/Ointment"
"1335","Ayush Turmeric Face Cream 15G","cream","Personal Care","Cream/Ointment"
"9375","Ayush Turmeric Face Cream 25G","cream","Personal Care","Cream/Ointment"
"9377","Ayush Turmeric Facewash 50G","FACE WASH","Personal Care","Unit"
"9376","Ayush Turmeric Facewash 80G","FACE WASH","Personal Care","Unit"
"9521","Ayush Anti Cavity Toothpast 120","tooth paste","Other","Unit"
"1331","Ayush Anti Dandruff Shampoo","shampoo","Personal Care","Unit"
"1330","Ayush Anty Cavity 70G","Other","Other","Unit"
"100029","Ayush Cream","cream","Personal Care","Cream/Ointment"
"9522","Ayush F/w Aloe Vera 50G","face wash","Personal Care","Unit"
"9374","Ayush Face Wash","face wash","Personal Care","Unit"
"1332","Ayush Fw 80G","","Other","Unit"
"1333","Ayush Healthy Strong Hair","","Other","Unit"
"1334","Ayush Shampoo 175Ml","Other","Personal Care","Unit"
"9555","Ayush Toohpast 70G New","tooth paste","Other","Unit"
"1336","Ayush Toothpaste 30G","tooth paste","Personal Care","Unit"
"1338","Ayush Tumaric Soap 100G","soap","Personal Care","Unit"
"1339","Az 250 Mg","Tablet","Medicine","Tablet"
"1340","Az 500 Mg","Tablet","Medicine","Tablet"
"1341","Azarga Eye Drop","eye drops","Medicine","Drops"
"1342","Azathioprinc Tab (Azoran) 50Mg","Tablet","Medicine","Tablet"
"9165","Azee 250Mg","other","Other","Unit"
"1344","Azee 500Mg","Tablet","Medicine","Tablet"
"8181","Azibac 250Mg","Tablet","Medicine","Tablet"
"1345","Azic 500","","Other","Unit"
"1346","Aziderm Cream","cream","Personal Care","Cream/Ointment"
"1225","Azigen 500Mg","Tablet","Medicine","Tablet"
"9397","Azileb Suspension 200Ml","other","Other","Unit"
"1347","Azirox 500","Tablet","Medicine","Tablet"
"4763","Azirox Syrup","powder","Medicine","Syrup"
"6816","Azithrocin 250Mg","Capsule","Medicine","Capsule"
"7509","Azithrocin 500","Tablet","Medicine","Tablet"
"7508","Azithromycin 500Mg","Tablet","Medicine","Tablet"
"1348","Azmasol Hfa","Inhaler","Medicine","Inhaler"
"1349","Azmasole Syrup 100Ml","syrup","Medicine","Syrup"
"1350","Azopt 5Ml","other","Other","Unit"
"1351","Aztor 10","Tablet","Medicine","Tablet"
"1352","Aztor 20","Tablet","Medicine","Tablet"
"1353","Azukon Mr 30Mg","Tablet","Medicine","Tablet"
"1354","B B Floral Tack","","Other","Unit"
"1355","B C Papmpers L","","Other","Unit"
"1357","B Hist 16Mg","Tablet","Medicine","Tablet"
"1358","B Hist 8Mg","Tablet","Medicine","Tablet"
"1359","B Plus E 100","Tablet","Medicine","Tablet"
"5942","B Plus E 200","Tablet","Medicine","Tablet"
"5840","B Plus E 500","Tablet","Medicine","Tablet"
"5610","B Rite Syrup","syrup","Medicine","Syrup"
"1356","B-cal","Tablet","Medicine","Tablet"
"1182","B-well Blood Pressure","MONITER","Other","Unit"
"6153","B1-100","Tablet","Medicine","Tablet"
"6535","Baby Bag","other","Baby Care","Unit"
"9280","Baby Bag","other","Baby Care","Unit"
"5846","Baby Bottle 0+Months","Other","Baby Care","Bottle"
"5847","Baby Bottle 120Ml Big","Other","Baby Care","Bottle"
"5844","Baby Bottle 3+Months","Other","Baby Care","Bottle"
"5843","Baby Bottle 6+ Months","Other","Baby Care","Bottle"
"5845","Baby Bottle Small","Other","Baby Care","Bottle"
"6524","Baby Bowls","others","Baby Care","Unit"
"6555","Baby Brush","others","Baby Care","Unit"
"6508","Baby Carriers","others","Baby Care","Unit"
"1360","Baby Ceramy Bed Time 100Ml","","Baby Care","Unit"
"1364","Baby Ceramy Col","others","Baby Care","Unit"
"1361","Baby Ceramy Cream","OTHRES","Baby Care","Cream/Ointment"
"1363","Baby Ceramy Fun Time 50 Ml Angel Fairy","","Baby Care","Unit"
"1362","Baby Ceramy Sop","OTHERS","Baby Care","Unit"
"1368","Baby Ceremy 200 Ml Colone","","Baby Care","Unit"
"5793","Baby Cheramy Wash Liquid 650Ml","Other","Baby Care","Unit"
"1371","Baby Cheramy Baby Cologne Promotion","cologne","Baby Care","Unit"
"1370","Baby Cheramy Baby Cream Floral 100Ml","others","Baby Care","Cream/Ointment"
"1372","Baby Cheramy Baby Soap Floral","","Baby Care","Unit"
"1373","Baby Cheramy Baby Soap Herbal","","Baby Care","Unit"
"1374","Baby Cheramy Baby Soap Regular","soap","Baby Care","Unit"
"1366","Baby Cheramy Baby Wash 100Ml","others","Baby Care","Unit"
"1375","Baby Cheramy Baby Wash 100Ml","wash","Baby Care","Unit"
"5815","Baby Cheramy Bedtime Calms","Other","Baby Care","Unit"
"1380","Baby Cheramy Cologne 50Ml","cologne","Baby Care","Unit"
"1376","Baby Cheramy Cologne Bed Time 50Ml","colonge","Baby Care","Unit"
"5805","Baby Cheramy Cologne Classic","tab","Baby Care","Tablet"
"1377","Baby Cheramy Cologne Floral (Glass) 100Ml","Other","Baby Care","Unit"
"1378","Baby Cheramy Cologne Floral (Glass) 50Ml","other","Baby Care","Unit"
"1379","Baby Cheramy Cologne Floral 50Ml Pls Bot","Other","Baby Care","Unit"
"1381","Baby Cheramy Cologne Funtime Cb 100Ml","colonge","Baby Care","Unit"
"1382","Baby Cheramy Cologne Herbal 100Ml","Other","Baby Care","Unit"
"1383","Baby Cheramy Cologne Herbal 50Ml","Other","Baby Care","Unit"
"1384","Baby Cheramy Cologne Regular 100Ml","Other","Baby Care","Unit"
"1385","Baby Cheramy Cologne Regular 50Ml","Other","Baby Care","Unit"
"1386","Baby Cheramy Cologne Sparkle Magic Dust 100Ml","","Baby Care","Unit"
"5888","Baby Cheramy Colonge 100Ml","Other","Baby Care","Unit"
"5889","Baby Cheramy Colonge 50Ml","Other","Baby Care","Unit"
"5811","Baby Cheramy Colonge Classic 100Ml","Other","Baby Care","Unit"
