"UPC/EAN/ISBN","Item Name","Category","category_mapped","product_type"
"3344","Lia Diamand Facewash","","Personal Care","Unit"
"3345","Lia Diamond","Tablet","Medicine","Tablet"
"3346","Lia Diamond Day Cream 50G","","Personal Care","Cream/Ointment"
"3347","Lia Diamond Night Cream 50G","","Personal Care","Cream/Ointment"
"3348","Lia Fairness Cream 50Gm","","Personal Care","Cream/Ointment"
"3349","Lia Gold","other","Other","Unit"
"5653","Lia Gold Fairness Night Cream","cream","Personal Care","Cream/Ointment"
"2548","Liana","other","Other","Unit"
"3350","Libitus Cough Syrup","Syrup","Medicine","Syrup"
"3352","Librax Dragees","Tablet","Medicine","Tablet"
"3353","Lice Gaurd Shampoo","","Personal Care","Unit"
"5746","Life Boy Herbal Shampoo","Other","Personal Care","Unit"
"5747","Life Boy Shampoo 40Ml","Other","Personal Care","Unit"
"9153","Lifebouy 75G","soap","Personal Care","Unit"
"9085","Lifebouy Handwash 200Ml","soap","Personal Care","Unit"
"3355","Lifeboy Hand Wach4796005650628","","Other","Unit"
"5773","Lifeboy Hand Wash Packet Red","Other","Personal Care","Packet"
"3357","Lifeboy Shampoo 175Ml","shampoo","Personal Care","Unit"
"9385","Lifeboy Shampoo 175Ml 2","shampoo","Personal Care","Unit"
"6985","Lifeboy Shampoo 40Ml","shampoo","Personal Care","Unit"
"3359","Lifeboy Shampoo 80Ml","shampoo","Personal Care","Unit"
"3358","Lifeboy Shampoo Anti Dranduf 175Ml","","Personal Care","Unit"
"3361","Lifeboy Shampoo Herbal","","Personal Care","Unit"
"5774","Lifeboy Shampoo Pouch 100Ml","Other","Personal Care","Packet"
"3362","Lifeboy Shampoo Strong & Long 175Ml","shampoo","Personal Care","Unit"
"3363","Lifeboy Shampoo Strong & Thick","","Personal Care","Unit"
"3360","Lifeboy Shampoo(new)","shampoo","Personal Care","Unit"
"2407","Lifeboy Soap 100G","soap","Personal Care","Unit"
"3356","Lifeboy Soap 75G","soap","Personal Care","Unit"
"3364","Lifeboy Soap Total","soap","Personal Care","Unit"
"3366","Lifeboy Strong & Long","","Other","Unit"
"3368","Lifebuoy Hand Wash Green Tea 200Ml","","Beverage","Unit"
"3367","Lifebuoy Hand Wash200ml","Other","Other","Unit"
"3370","Lifebuoy Handwash 180Ml","Other","Other","Unit"
"3372","Lifebuoy Soap","Other","Personal Care","Unit"
"3373","Lifebuoy Soap","soap","Personal Care","Unit"
"5778","Lifebuoy Soap Oliveoil","Other","Personal Care","Unit"
"3376","Lifebuoy Total 10 Refill 180Ml","","Other","Unit"
"8188","Ligazid 5Mg","Tablet","Medicine","Tablet"
"7546","Light Eyes 15Ml","gel","Medicine","Cream/Ointment"
"3377","Light Mari","","Other","Unit"
"8040","Lijenta 5Mg","Tablet","Medicine","Tablet"
"3379","Lilac Syrup New","Syrup","Medicine","Syrup"
"3380","Lilac Syrup New","Syrup","Medicine","Syrup"
"9044","Lime Face Wash 50Ml","FACE WASH","Personal Care","Unit"
"3382","Linaglip 5Mg","","Other","Unit"
"3383","Linatab 5 Mg","other","Medicine","Tablet"
"3384","Linavic 5Mg","Tablet","Medicine","Tablet"
"3385","Linc Speed Pen","","Other","Unit"
"3386","Lini 5 Mg","","Medicine","Unit"
"5751","Link Paspanguwa","Other","Other","Unit"
"3387","Lino 5Mg","Tablet","Medicine","Tablet"
"2870","Lip Balm","other","Other","Unit"
"3389","Lipicard 200Mg","Tablet","Medicine","Tablet"
"5720","Lipicon 10Mg","Tablet","Medicine","Tablet"
"5719","Lipicon 20Mg","Tablet","Medicine","Tablet"
"8279","Lipidrop 20Mg","Tablet","Medicine","Tablet"
"1293","Lipidrop 20Mg (Spc)","Tablet","Medicine","Tablet"
"3391","Lipiget Tabs 10Mg","Tablet","Medicine","Tablet"
"3392","Lipiget Tabs 20Mg","Tablet","Medicine","Tablet"
"3393","Lipikind 10","","Other","Unit"
"3394","Lipikind 20Mg","Tablet.","Medicine","Tablet"
"3396","Lipitor 10Mg","Tablet","Medicine","Tablet"
"3395","Lipitor 20Mg","tablet","Medicine","Tablet"
"3397","Lipizim 5","","Other","Unit"
"9736","Lipstick","others","Other","Unit"
"3398","Lipton Green Tea Pure","","Beverage","Unit"
"3399","Lipton Greentea Citrus","","Other","Unit"
"3401","Liquid Praffin 100Ml","others","Other","Unit"
"4136","Liquidparaffin 500Ml","other","Other","Unit"
"3402","Listerine 250Ml","","Other","Unit"
"3403","Listerine 80Ml","","Other","Unit"
"3404","Listril 5Mg","Tablet","Medicine","Tablet"
"1857","Lite Marie 90G","biscuit","Biscuit","Unit"
"3406","Lithium Carbonate 250Mg","Tablet","Medicine","Tablet"
"3407","Lithosam Sr 400 Mg","Tablet","Medicine","Tablet"
"5729","Lithosun Sr 400Mg","Tablet","Medicine","Tablet"
"5741","Little Lion Roll Cake","other","Other","Unit"
"5635","Little Lion Swiss Roll.","Other","Other","Unit"
"2078","Liv-52 Tablet","Tablet","Medicine","Tablet"
"3409","Livipil 500 Mg","","Medicine","Unit"
"3410","Livo-e","Tablet","Medicine","Tablet"
"7576","Lizovit Syrup 200Ml Ex","Syrup","Medicine","Syrup"
"3411","Lo Kal Gold Powder 1G 50S","","Other","Unit"
"3412","Lo Kal Gold Tablets","","Other","Unit"
"3413","Loceryl Cream","cream","Personal Care","Cream/Ointment"
"53105","Loceryl Cream 30G","cream","Personal Care","Cream/Ointment"
",","0","","Other","Unit"
"3414","Locoma","","Other","Unit"
"3415","Logout 100Mg","Tablet","Medicine","Tablet"
"5641","Lokit Tab","Tablet","Medicine","Tablet"
"5785","Lolipop","Other","Other","Unit"
"8950","Lolipop","other","Other","Unit"
"3416","Lomac 20Mg","Tablet","Medicine","Tablet"
"3417","Lomtas Cream","","Personal Care","Cream/Ointment"
"2512","Long Drive Delay Spray","Spray","Personal Care","Unit"
"8043","Loperamide 2Mg","Capsule","Medicine","Capsule"
"3418","Loramide 2Mg","Capsule","Medicine","Capsule"
"3420","Loratadine 10Mg Cadila (Spc)","Tablet","Medicine","Tablet"
"3419","Loratadine 10Mg(abc)","Tablet","Medicine","Tablet"
"3421","Loratadine Spmc 10Mg","Tablet","Medicine","Tablet"
"5707","Loratadine Syrup","syrup","Medicine","Syrup"
"3422","Lorax 10","","Other","Unit"
"8305","Lorez Syrup","Syrup","Medicine","Syrup"
"8217","Lorfast","Tablet","Medicine","Tablet"
"7557","Lorid 10Mg","Tablet","Medicine","Tablet"
"3423","Lorid Syrup 60Ml","Syrup","Medicine","Syrup"
"3424","Loridin Rapitab 10Mg","Tablet","Medicine","Tablet"
"3425","Lorinol 10Mg","Tablet","Medicine","Tablet"
"3426","Lorvas Sr 1.5Mg","Tablet","Medicine","Tablet"
"8401","Loryt Syrup","Syrup","Medicine","Syrup"
"3428","Loryt Syrup","Syrup","Medicine","Syrup"
"3427","Loryt Tablet","Tablet","Medicine","Tablet"
"3429","Losacar 25Mg","Tablet","Medicine","Tablet"
"3430","Losacar 50Mg","Tablet","Medicine","Tablet"
"3431","Losacar H","Tablet","Medicine","Tablet"
"3432","Losakind 25Mg","","Other","Unit"
"3433","Losakind 50Mg","","Other","Unit"
"9309","Losarcar 25Mg","other","Other","Unit"
"4978","Losaright 50Mg","Tablet.","Medicine","Tablet"
"8425","Losaright 50Mg","Tablet.","Medicine","Tablet"
"3434","Losartan 25Mg (Astron)","Tablet","Medicine","Tablet"
"7452","Losartan 50Mg Spc","Tablet","Medicine","Tablet"
"3437","Losartan Pot (Spmc) 50Mg","Tablet","Medicine","Tablet"
"5848","Losatace 50Mg","Tablet","Medicine","Tablet"
"3438","Losatan 25 Spc","","Other","Unit"
"3439","Losatrust 25Mg","Tablet","Medicine","Tablet"
"3440","Losatrust 50 Mg","Tablet","Medicine","Tablet"
"3441","Losatrust H","Tablet","Medicine","Tablet"
"5259","Lotepred Eye Drop","eye drops","Medicine","Drops"
"3442","Lotepred-t 5Ml","eye drops","Medicine","Drops"
"5867","Lotus F/w 50Ml","Other","Other","Unit"
"9200","Lowpres 50Mg","other","Other","Unit"
"3444","Lubbo","","Other","Unit"
"5679","Lubricart","tab","Medicine","Tablet"
"3445","Lucan R 150Mg","Capsule","Medicine","Capsule"
"6895","Lumark 500Mg","tablets","Other","Unit"
"3447","Lumbo Sacral Corset (M)","Other","Other","Unit"
"3446","Lumbo Sacral Corset (L)","Other","Other","Unit"
"8271","Lumbo Sacral Corset (New) M","collar","Other","Unit"
"9166","Lumid","other","Other","Unit"
"3448","Lumigan 0.1 Mg","eye drops","Medicine","Drops"
"3449","Lumigan 0.3 Ml","eye drops","Medicine","Drops"
"9735","Lunch Box","other","Other","Packet"
"9739","Lunch Box 2","other","Other","Packet"
"9740","Lunch Box 3","other","Other","Packet"
"9741","Lunch Box 4","other","Other","Packet"
"9747","Lunch Box 5","other","Other","Packet"
"3450","Lunuwila Anti Dandruff Shampoo 130Ml","","Personal Care","Unit"
"3451","Lunuwila Anti Dandruff Shampoo 180Ml","","Personal Care","Unit"
"5767","Lux Body Wash 240Ml","Other","Personal Care","Unit"
"5768","Lux Fresh Soap","Other","Personal Care","Unit"
"3453","Lux Sandal & Cream","","Personal Care","Cream/Ointment"
"5769","Lux Soap","Other","Personal Care","Unit"
"3452","Lux Soap","Other","Personal Care","Unit"
"3454","Lux Soap Almond Oil 100G","","Personal Care","Unit"
"3455","Lux Soap Mint & Cucamber 100G","","Personal Care","Unit"
"3456","Lycine","Other","Other","Unit"
"3459","Lysol 200Ml","Other","Other","Unit"
"3460","Lysol 500Ml","Other","Other","Unit"
"3457","Lysol Citronella 200Ml","","Other","Unit"
"3458","Lysol Citrus 200Ml","","Other","Unit"
"3461","Lysol Lavender 200Ml","","Other","Unit"
"3462","Lysol Lavender 950Ml","","Other","Unit"
"5755","Lysol Pine 200Ml","Other","Other","Unit"
"5678","Lyzapp Syrup","syrup","Medicine","Syrup"
"9011","M Aqua","cream","Personal Care","Cream/Ointment"
"5958","M Cam 15Mg","Tablet","Medicine","Tablet"
"3463","M Cam 7.5","","Other","Unit"
"5568","M-cam 15","Tablet","Medicine","Tablet"
"2893","M-coxia 90Mg","Tablet","Medicine","Tablet"
"3464","M. G. Tube","","Medicine","Tub"
"9242","M20 Capsules","other","Other","Capsule"
"5237","Magalax Syrup","syrup","Medicine","Syrup"
"3465","Maggi Chicken Flavour","","Other","Unit"
"1056","Magic Cube","other","Other","Unit"
"3467","Magnes Direct","","Other","Unit"
"3466","Magnesium Sulphate 50G","Other","Other","Unit"
"1369","Magnicare 400Mg","Tablet","Medicine","Tablet"
"6859","Magnivital Direct","sachet","Other","Packet"
"5186","Maha Narayana","oli","Other","Unit"
"3354","Maha Siddhartha 25Ml","oil","Other","Unit"
"3469","Mahacef 200Mg","Tablet","Medicine","Tablet"
"3468","Mahacef Tabs 100","Tablet","Medicine","Tablet"
"2897","Majic Comb","others","Other","Unit"
"5940","Maliban 1Kg","Other","Other","Unit"
"3470","Maliban 400 G","Other","Medicine","Unit"
"6128","Maliban Non Fat 400G","milk powder","Snack","Unit"
"3331","Maliban Non Fat 400G","Other","Other","Unit"
"3471","Maliban Sugar Free Biscuit","","Biscuit","Unit"
"3472","Maliban Yo Yo","","Other","Unit"
"6129","Maloban Milco 400G","Other","Other","Unit"
"3473","Mama Baby Wipes","","Baby Care","Unit"
"9160","Mama's Pride Nappy Wash 1Kg","other","Baby Care","Unit"
"6165","Mama's Pride Nappy Wash 250G","powder","Baby Care","Unit"
"9159","Mama's Pride Nappy Wash 400G","other","Baby Care","Unit"
"6835","Mamofen 10Mg","Tablet","Medicine","Tablet"
"3474","Manchee Lemon Puff 100G","","Other","Unit"
"5314","Mange Cream","For Pets","Personal Care","Cream/Ointment"
"1928","Mango Nectar 500Ml","othres","Other","Unit"
"3475","Manicarb Sr 400Mg","","Other","Unit"
"6082","Manorest 0. 25Mg","Tablet","Medicine","Tablet"
"3476","Manorest 0.25","tab","Medicine","Tablet"
"3477","Manorest 0.5","tab","Medicine","Tablet"
"6083","Manorest 0.5Mg","Tablet","Medicine","Tablet"
"1180","Mantomed 10Mg","Tablet","Medicine","Tablet"
"3478","Manypoko Diapers L","","Baby Care","Unit"
"3479","Manypoko Diapers M","","Baby Care","Unit"
"3480","Manypoko Diapers S","","Baby Care","Unit"
"3482","Manytime M","","Other","Unit"
"3624","Margosa Oil 30Ml","oil","Other","Unit"
"9649","Marmite 100G","other","Other","Unit"
"3483","Marmite 100G","others","Other","Unit"
"3484","Marmite 200G","other","Other","Unit"
"9648","Marmite 50G New","other","Other","Unit"
"9556","Marmite 50G New","cream","Personal Care","Cream/Ointment"
"3485","Mars Choco 18 G","","Snack","Unit"
"3487","Marvel Diapers (M) 16","diapers","Baby Care","Unit"
"3486","Marvel Diapers (Xl) 16","diapers","Baby Care","Unit"
"3494","Marvel Adult Diapers 10","diapers","Baby Care","Unit"
"5791","Marvel Baby Diaper S","Other","Baby Care","Unit"
"8282","Marvel Baby Diaper S/m/l","others","Baby Care","Unit"
"1207","Marvel Baby Diaper Xl","Other","Baby Care","Unit"
"1209","Marvel Diaper S","Other","Baby Care","Unit"
"3489","Marvel Diapers S 4","diapers","Baby Care","Unit"
"3491","Marvels Diaper Xl","diapers","Baby Care","Unit"
"3492","Marvels L 4","diapers","Baby Care","Unit"
"3493","Marvels M 16","BABY DIAPER","Baby Care","Unit"
"3490","Marvels M 4","diapers","Baby Care","Unit"
"3496","Marvels Wet Wipes Budy","","Other","Unit"
"3497","Mask Plus","","Other","Unit"
"3498","Maskacid Suspetion","syrup","Medicine","Syrup"
"3488","Mavel Baby Diaper M","DIAPER","Baby Care","Unit"
"3499","Max Dura","Tablet","Medicine","Tablet"
"3500","Max Omega 3","","Other","Unit"
"6260","Maxcel Sacheets 50G","others","Other","Unit"
"3501","Maxepa Capsules","Capsule","Medicine","Capsule"
"3502","Maxeval Syrup 200Ml","Syrup","Medicine","Syrup"
"6013","Maxflow - D 0.5Mg/0.4mg","Capsule","Medicine","Capsule"
"3503","Maxgalin 150","Tablet","Medicine","Tablet"
"8011","Maxgalin 50Mg","Tablet","Medicine","Tablet"
"3504","Maxgalin 75Mg","Tablet","Medicine","Tablet"
"3505","Maxit 50Mg","","Other","Unit"
"3506","Maxival Capsules","","Other","Capsule"
"1072","Maxival Syrup 200Ml","syrup","Medicine","Syrup"
"3507","Maxmol Drop","","Other","Drops"
"3508","Maxmol Syrup 100Ml","","Medicine","Syrup"
"6323","Maxpred Syrup 60Ml","syrup","Medicine","Syrup"
"3509","Maxpro Tabs 20Mg","Tablet","Medicine","Tablet"
"3510","Maxpro Tabs 40Mg","Tablet","Medicine","Tablet"
"3443","Maxx Cal","Tablet","Medicine","Tablet"
"5321","Maxx Cal","For Pets","Other","Unit"
"7616","Maxx Pro","Pets","Other","Unit"
"5255","Maya Oil","for hair","Other","Unit"
"3511","Mb Feedinf Bottlr Strub H Blue 120 Ml","Other","Other","Unit"
"3517","Mb Feeding Bottle Star B Blue 120Ml","","Beverage","Bottle"
"3519","Mb Silicon Teat (L)","Other","Other","Unit"
"3520","Mb Silicon Teat (M)","","Other","Unit"
"3521","Mb Silicon Teat (S)","","Other","Unit"
"3522","Mctaspray Nasal Spray","","Personal Care","Drops"
"3052","Md Aloe Vera Drink 500Ml","drink","Beverage","Unit"
"5608","Me B12","Tablet","Medicine","Tablet"
"3523","Measuring Cup 125Ml","","Other","Unit"
"3524","Measuring Cup 250Ml","cups","Other","Unit"
"3525","Measuring Cup 60Ml","cup","Other","Unit"
"3526","Mebiz Sr 200Mg Caps 5X10s","Capsule","Medicine","Capsule"
"5500","Mebworm 500Mg","Tablet","Medicine","Tablet"
"3527","Mec 50","","Other","Unit"
"6116","Medicare Shampoo 50Ml","Other","Personal Care","Unit"
"2962","Medicorum Cream","cream","Personal Care","Cream/Ointment"
"9040","Medigrip Plaster 1.25Cm 9.1M","plaster","Other","Unit"
"3528","Mediker 50Ml","","Other","Unit"
"3529","Medirub Hand Sanitiser 100Ml","","Other","Unit"
"3530","Medisafe Hand Disinfectant","","Other","Unit"
"3531","Medixon 16Mg","Tablet","Medicine","Tablet"
"3532","Medixon 4Mg","Tablet","Medicine","Tablet"
"3533","Medodermone Cream 15G","cream","Personal Care","Cream/Ointment"
"3534","Medodermone Ointment","ointment","Medicine","Cream/Ointment"
"3535","Medofloran 250Mg","Tablet","Medicine","Tablet"
"3536","Medrol 16 Mg","","Medicine","Unit"
"3537","Medrol 4 Mg","","Medicine","Unit"
"4057","Mee Pani","oil","Other","Unit"
"2743","Mefcor 500Mg","Tablet","Medicine","Tablet"
"9713","Mefen 500Mg","Tablet","Medicine","Tablet"
"3540","Mefen P 60Ml","syrup","Medicine","Syrup"
"3541","Meftal 500Mg","Tablet","Medicine","Tablet"
"3542","Meftal P","Tablet","Medicine","Tablet"
"3543","Meftal Syrup P 60Ml","","Medicine","Syrup"
"3545","Mega Check Machine","","Other","Unit"
"3546","Mega Check Machine Td-4257","others","Other","Unit"
"3547","Mega Check Strips Td-4207","Other","Other","Unit"
"3544","Mega Check Td-4257","strip","Other","Unit"
"3548","Mega Max","Capsule","Medicine","Capsule"
"3549","Megafil 10","Tablet.","Medicine","Tablet"
"3550","Megafil 20","Tablet","Medicine","Tablet"
"3551","Megafin","","Other","Unit"
"3553","Megalax Syrup","syrup","Medicine","Syrup"
"6626","Megamox Eye Drop","eye drops","Medicine","Drops"
"3552","Megarmox Opthimatic Solution 5 Ml","","Other","Unit"
"3554","Megavit","Tablet","Medicine","Tablet"
"6863","Megha Vac","other","Other","Unit"
"3555","Melalong Cream 15G","cream","Personal Care","Cream/Ointment"
"8053","Melarite Cream","cream","Personal Care","Cream/Ointment"
"3874","Melko 400G","milk powder","Snack","Unit"
"5625","Melmet 500","Tablet","Medicine","Tablet"
"3556","Melmet 500 Sr","Tablet","Medicine","Tablet"
"3797","Melo 3Mg","Tablet","Medicine","Tablet"
"3557","Melot 3Mg","Tablet","Medicine","Tablet"
"5045","Melot 6 Mg","Tablet","Medicine","Tablet"
"3558","Melox 15","Tablet","Medicine","Tablet"
"3559","Melox 7.5Mg","Tablet","Medicine","Tablet"
"5858","Meloxicam Tab 15Mg","Tablet","Medicine","Tablet"
"5694","Meloxicam Tab 7.5","Tablet","Medicine","Tablet"
"3560","Memorol G","","Medicine","Unit"
"7693","Menaril 16Mg","Tablet","Medicine","Tablet"
"7694","Menaril 8Mg","Tablet","Medicine","Tablet"
"9534","Mendin 10Mg","Tablet","Medicine","Tablet"
"10090","Mendin 5Mg","Tablet","Medicine","Tablet"
"3561","Menofem Cap","Capsule","Medicine","Capsule"
"3562","Menopace","Capsule","Medicine","Capsule"
"7587","Mentho Toffee","other","Other","Unit"
"3563","Menthol","others","Other","Unit"
"5665","Menthol","Other","Other","Unit"
"7562","Menthol (Bio Labs)","Other","Other","Unit"
"8058","Menthol 2% Cream","cream","Personal Care","Cream/Ointment"
"8137","Menthol 2% In Ointment (Felona)","ointment","Medicine","Cream/Ointment"
"8180","Menthosil Lozenges","Tablet","Medicine","Tablet"
"9716","Mentra 10Mg","Tablet","Medicine","Tablet"
"3564","Meronem 1G Iv","","Other","Injection"
"3565","Meronem 500Mg","","Other","Unit"
"3566","Mesacol 400Mg","Tablet","Medicine","Tablet"
"9111","Mesacol 500Mg Suppositery.","other","Other","Unit"
"6933","Mesco Choco","others","Snack","Unit"
"8400","Metacain Gel (New)","gel","Medicine","Cream/Ointment"
"3378","Metacaine Gel (Lignocaine )","cream","Personal Care","Cream/Ointment"
"3567","Metacoparamide Inj","","Other","Unit"
"3568","Metalax (Bisacodyl) 5Mg","Tablet","Medicine","Tablet"
"3569","Metaspray","Spray","Personal Care","Unit"
"3570","Metatime 500Mg","Tablet.","Medicine","Tablet"
"3576","Metchek 500Mg","tablets","Other","Unit"
"7526","Metforgen 500Mg","Tablet","Medicine","Tablet"
"3573","Metformin 500 Mg Usv","Tablet","Medicine","Tablet"
"3572","Metformin 500 Spmc","Tablet","Medicine","Tablet"
"3571","Metformin 500Mg (Loose)","Tablet","Medicine","Tablet"
"9402","Metformin 850Mg Tabs","Tablet","Medicine","Tablet"
"3575","Metformin Bp 850Mg","Tablet","Medicine","Tablet"
"3577","Methail Salsilate","","Other","Unit"
"3578","Methibion 1000","Tablet","Medicine","Tablet"
"8067","Methipred 16Mg","Tablet","Medicine","Tablet"
"8068","Methipred 4Mg","Tablet","Medicine","Tablet"
"3579","Methorex 2.5Mg","Tablet","Medicine","Tablet"
"3580","Methrogyl 400","","Other","Unit"
"3581","Methyldopa 250Mg","Tablet.","Medicine","Tablet"
"3582","Methylpredinisilone Tablet 16 (Spc)","Tablet210.","Medicine","Tablet"
"5567","Methylprednisolone Tab 4Mg (Spc)","Tablet","Medicine","Tablet"
"3583","Metkare 500Mg","","Other","Unit"
"3584","Metoclopramine 10 Mg","","Medicine","Unit"
"3585","Metojit 100Mg","Tablet","Medicine","Tablet"
"3586","Metoprolol 50Mg","","Other","Unit"
"3587","Metoz 2.5","Tablet","Medicine","Tablet"
"3588","Metoz 5Mg","Tablet","Medicine","Tablet"
"3589","Metrogyl 200","Tablet","Medicine","Tablet"
"3590","Metrogyl 400","Tablet","Medicine","Tablet"
"3591","Metrogyl Denta Gel 20Gm","gel","Medicine","Cream/Ointment"
"3592","Metrogyl Gel 30 Mg","gel","Medicine","Cream/Ointment"
"9351","Metrogyl Injection 100Ml","other","Medicine","Injection"
"3593","Metrogyl Suspension 100Ml","Syrup","Medicine","Syrup"
"5636","Metroleb 200Mg","Tablet","Medicine","Tablet"
"5630","Metroleb 400Mg","Tablet","Medicine","Tablet"
"3594","Metsone Syrup","","Medicine","Syrup"
"5622","Metvic Sr 500Mg","Tablet","Medicine","Tablet"
"5915","Mew Perfect Stright Keratine 250Ml","Other","Other","Unit"
"3595","Meyenberg 340G","","Other","Unit"
"3596","Mezo Cream","","Personal Care","Cream/Ointment"
"5597","Mhm Aqueous Soap","Other","Personal Care","Unit"
"6425","Mibe 10Mg","tablets","Other","Unit"
"3597","Micofil 15G","cream","Personal Care","Cream/Ointment"
"3598","Micogel Cream 15G","cream","Personal Care","Cream/Ointment"
"9256","Miconazole Cream 15G","cream","Personal Care","Cream/Ointment"
"3599","Micoson Cream 15G","cream","Personal Care","Cream/Ointment"
"3601","Microdox Dt","Tablet","Medicine","Tablet"
"8093","Microenima 20Ml","liquid","Other","Unit"
"3603","Micronema 10Ml","Other","Other","Unit"
"3600","Micropore Plaster 2X5","plaster","Other","Unit"
"5950","Miftard 10Ml","Other","Other","Unit"
"5949","Miftard Penfil","Other","Other","Unit"
"3604","Migarid 5","Tablet","Medicine","Tablet"
"3605","Miken Cream","cream","Personal Care","Cream/Ointment"
"3606","Milcef Syrup","syrup","Medicine","Syrup"
"3607","Milk + Rice Bath 100Ml","","Beverage","Unit"
"3608","Milk Baby Sope 50 G","","Baby Care","Unit"
"1210","Milk Bar Chocolate45g","biscut","Beverage","Unit"
"3609","Milk Cream 110G","","Beverage","Cream/Ointment"
"3610","Milk Short Cake 200G","Other","Beverage","Unit"
"8292","Milk Short Cake 45G","biscuit","Biscuit","Unit"
"3611","Milk Short Cake 85G","Other","Beverage","Unit"
"3612","Milk Short Cake Maliban 85G","","Beverage","Unit"
"2742","Milk Shorties 180G","biscuit","Biscuit","Unit"
"3613","Milk Shorties 75G","","Beverage","Unit"
"3614","Milk Sope 75 G","","Beverage","Unit"
"100050","Milo 180Ml","drink","Beverage","Unit"
"3615","Milo 200 G","milk","Beverage","Unit"
"3616","Milo 400G","Other","Other","Unit"
"5587","Milo 440Mg","Packet","Other","Packet"
"5585","Milo Drink 125Ml","Other","Beverage","Unit"
"3618","Minchi Lime","","Other","Unit"
"3141","Mineral Water 1000Ml","Bottle","Beverage","Bottle"
"7991","Miniprcss Xl 2.2Mg","Tablet","Medicine","Tablet"
"3619","Minipress Xl 2.5","Tablet","Medicine","Tablet"
"3620","Minipress Xl 5 Mg","Tablet","Medicine","Tablet"
"4989","Miniscar Cream","cream","Personal Care","Cream/Ointment"
"3621","Mino 5 Scalp Solution","Other","Other","Unit"
"3622","Mino Mosquito Spray","Spray","Personal Care","Unit"
"3623","Minodil 2%","","Other","Unit"
"6369","Minodil 5%","Lotion","Personal Care","Cream/Ointment"
"3625","Mint Facial Tissue Box 150S","","Other","Packet"
"3627","Minterra","Tablet","Medicine","Tablet"
"8092","Mirinda 250Ml","drink","Beverage","Unit"
"3628","Mirtaz 15 Mg","Tablet","Medicine","Tablet"
"3629","Mirtaz 30 Mg","Tablet","Medicine","Tablet"
"3630","Mirtazapine (Spc)","","Other","Unit"
"9659","Misar 40Mg","Tablet","Medicine","Tablet"
"3631","Misar 80Mg","","Other","Unit"
"9658","Misar H","Tablet","Medicine","Tablet"
"3632","Misar Tablets 80Mg","","Other","Unit"
"3634","Misumi Sope","soap","Personal Care","Unit"
"3635","Mithuri","Tablet","Medicine","Tablet"
"3636","Mitonil Cream 5%","cream","Personal Care","Cream/Ointment"
"3637","Mitonil Lotion 60Ml","","Personal Care","Cream/Ointment"
"3638","Mix Berry","","Other","Unit"
"3639","Mixed Berry Condoms","condoms","Other","Unit"
"3640","Mixtard 10 Ml","insulin","Other","Unit"
"3641","Mixtard 30Hm Penfil","insulin","Other","Unit"
"5695","Mloxicam Tb 15Mg","Tablet","Medicine","Tablet"
"3642","Mobit Cream","cream","Personal Care","Cream/Ointment"
"3643","Mobit Oniment","oinment","Other","Unit"
"3645","Modilip 10","Tablet","Medicine","Tablet"
"3644","Modlip 20Mg","Tablet","Medicine","Tablet"
"3646","Modureric 5 Mg","Tablet","Medicine","Tablet"
"3647","Moduretic Spc","Tablet","Medicine","Tablet"
"1556","Mofilet 500Mg","Tablet.","Medicine","Tablet"
"8335","Moistrurizing Face Wash Aloe Vera (Aurica)","other","Personal Care","Unit"
"3648","Moisturising Body Milk","","Beverage","Unit"
"9263","Momaderm Cream 1% 15Gm","cream","Personal Care","Cream/Ointment"
"3649","Momate Cream 5Gm","cream","Personal Care","Cream/Ointment"
"8240","Momate Cream New","cream","Personal Care","Cream/Ointment"
"3650","Momate Ointment 15G","","Medicine","Cream/Ointment"
"3652","Momcal","Tablet","Medicine","Tablet"
"3653","Momenap 12 Ml1","","Other","Unit"
"7650","Momento 5Mg","Tablet","Medicine","Tablet"
"3654","Momeson Nasal Spray","Spray","Personal Care","Drops"
"3655","Momson Cream","cream","Personal Care","Cream/Ointment"
"6624","Momsone Nasal Spray","nasal spray","Personal Care","Drops"
"3656","Momtas Cream 10G","other","Personal Care","Cream/Ointment"
"3657","Monas 10","","Other","Unit"
"3658","Monas 5 5Mg","","Other","Unit"
"3659","Monas Tabs 10Mg","","Other","Tablet"
"9185","Monocast 10Mg","Tablet","Medicine","Tablet"
"9825","Monocast 5Mg","Tablet","Medicine","Tablet"
"3660","Monocryi 3-0","","Other","Unit"
"3661","Monocryl 2","","Other","Unit"
"3662","Monocryl 3 Fs Curve","","Other","Unit"
"3663","Monocryl 5","","Other","Unit"
"3664","Montair 10Mg","Tablet","Medicine","Tablet"
"3665","Montair 4 Mg","Tablet","Medicine","Tablet"
"9723","Montair 5Mg","Tablet","Medicine","Tablet"
"1691","Montek 10Mg","Tablet","Medicine","Tablet"
"3667","Montek 4","","Other","Unit"
"9700","Monteluk 10Mg","Tablet","Medicine","Tablet"
"3668","Montiget 10Mg","Tablet","Medicine","Tablet"
"3669","Montiget 4Mg","Tablet","Medicine","Tablet"
"3670","Montiget 5Mg Tabs 2 X 7 S","Tablet","Medicine","Tablet"
"3671","Montiget Satchet 4Mg","Other","Other","Unit"
"3672","Moods All Night","","Other","Unit"
"3673","Moods Banana","","Other","Unit"
"3674","Moods Ribbed","","Other","Unit"
"3675","Moods Stobery","","Other","Unit"
"3676","Moods Ultra","","Other","Unit"
